Cycle 64, cell 229 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 943, cell 4212 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 943, cell 5111 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 943, cell 4753 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 943, cell 4310 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 944, cell 3944 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 944, cell 4233 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 944, cell 5311 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 944, cell 4643 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 944, cell 4752 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 944, cell 5266 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 944, cell 5131 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 945, cell 4356 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 945, cell 4302 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 945, cell 4705 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 945, cell 4998 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 945, cell 3893 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 946, cell 5283 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 946, cell 4747 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 946, cell 4812 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 946, cell 5124 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 946, cell 4194 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 946, cell 4232 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 946, cell 4567 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 946, cell 4405 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 947, cell 4935 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 947, cell 4489 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 947, cell 4380 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 947, cell 5054 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 947, cell 4713 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 947, cell 3913 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 947, cell 4866 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 947, cell 4581 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 947, cell 4450 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 947, cell 4825 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 948, cell 4492 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 948, cell 5366 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 948, cell 5263 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 948, cell 4758 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 948, cell 3986 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 948, cell 4488 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 948, cell 5073 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 948, cell 3771 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 948, cell 4328 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 948, cell 3883 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 949, cell 4262 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 949, cell 4748 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 949, cell 4647 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 949, cell 5374 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 949, cell 4422 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 949, cell 5012 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 950, cell 3897 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 950, cell 3957 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 950, cell 4751 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 950, cell 3246 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 950, cell 3292 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 950, cell 4408 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 950, cell 4614 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 950, cell 5102 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 950, cell 4962 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 951, cell 4867 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 951, cell 4370 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 951, cell 4090 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 951, cell 4444 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 951, cell 4589 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 951, cell 4798 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 952, cell 4260 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 952, cell 4586 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 952, cell 5100 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 952, cell 4646 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 952, cell 4485 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 952, cell 3452 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 953, cell 4364 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 953, cell 4227 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 953, cell 4982 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 953, cell 4074 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 953, cell 4459 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 953, cell 5282 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 953, cell 5109 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 953, cell 5456 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 953, cell 4826 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 954, cell 5094 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 954, cell 5020 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 954, cell 4716 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 954, cell 4163 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 955, cell 4603 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 955, cell 3687 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 955, cell 4166 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 955, cell 4455 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 955, cell 5211 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 956, cell 4368 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 956, cell 4297 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 956, cell 4358 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 956, cell 3679 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 956, cell 5275 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 956, cell 4943 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 956, cell 4032 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 957, cell 3886 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 957, cell 4634 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 957, cell 4778 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 957, cell 2965 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 957, cell 4252 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 957, cell 4744 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 957, cell 5047 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 957, cell 3930 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 958, cell 4730 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 958, cell 4861 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 958, cell 5458 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 958, cell 4857 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 958, cell 4577 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 959, cell 4978 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 959, cell 4633 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 959, cell 4430 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 959, cell 5482 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 959, cell 5071 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 959, cell 4427 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 959, cell 5199 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 959, cell 5334 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 959, cell 4850 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 960, cell 4721 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 960, cell 4273 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 960, cell 4605 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 960, cell 4959 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 960, cell 4793 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 961, cell 4946 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 961, cell 4411 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 961, cell 4048 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 961, cell 4550 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 961, cell 3851 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 962, cell 3414 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 962, cell 3791 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 962, cell 4230 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 962, cell 5112 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 963, cell 5397 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 963, cell 4972 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 963, cell 5099 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 963, cell 5235 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 963, cell 4375 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 964, cell 5083 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 964, cell 5511 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 964, cell 4789 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 964, cell 5310 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 965, cell 4333 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 965, cell 4734 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 965, cell 5364 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 965, cell 4875 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 966, cell 4641 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 966, cell 4116 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 966, cell 4341 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 966, cell 4870 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 966, cell 3788 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 966, cell 5023 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 966, cell 4461 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 966, cell 4696 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 967, cell 4347 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 967, cell 5106 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 967, cell 4479 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 967, cell 4989 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 967, cell 4474 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 967, cell 3942 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 967, cell 5386 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 967, cell 3711 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 967, cell 4761 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 967, cell 4881 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 968, cell 4674 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 968, cell 4246 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 969, cell 3710 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 969, cell 4513 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 969, cell 4131 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 969, cell 4539 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 970, cell 5243 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 970, cell 4767 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 970, cell 5030 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 970, cell 4600 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 971, cell 5337 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 971, cell 4538 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 971, cell 4594 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 971, cell 5123 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 971, cell 4467 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 972, cell 3748 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 972, cell 4228 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 972, cell 4672 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 972, cell 4673 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 972, cell 4597 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 972, cell 4692 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 972, cell 3720 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 973, cell 4993 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 973, cell 5078 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 973, cell 4732 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 973, cell 4240 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 973, cell 5237 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 973, cell 5035 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 973, cell 4724 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 973, cell 4552 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 973, cell 4502 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 973, cell 4441 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 973, cell 3947 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 974, cell 5051 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 974, cell 5464 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 974, cell 4540 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 974, cell 5298 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 974, cell 4822 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 974, cell 4414 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 975, cell 5320 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 975, cell 5341 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 975, cell 5277 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 976, cell 4245 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 976, cell 4164 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 976, cell 4928 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 976, cell 5034 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 976, cell 4622 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 976, cell 4000 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 976, cell 4137 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 977, cell 3435 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 977, cell 4780 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 977, cell 4316 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 977, cell 4398 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 978, cell 4664 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 978, cell 4403 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 978, cell 5117 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 978, cell 4518 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 978, cell 5062 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 978, cell 4241 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 978, cell 5163 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 978, cell 4259 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 979, cell 5160 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 979, cell 4791 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 979, cell 4853 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 979, cell 5138 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 979, cell 4218 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 979, cell 4601 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 980, cell 4167 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 980, cell 4768 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 980, cell 5042 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 981, cell 4626 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 981, cell 4926 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 981, cell 4781 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 981, cell 4807 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 981, cell 4714 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 981, cell 4482 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 982, cell 4808 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 982, cell 5000 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 982, cell 4270 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 982, cell 4181 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 982, cell 3874 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 982, cell 4143 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 982, cell 5084 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 982, cell 4620 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 983, cell 4652 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 983, cell 5077 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 983, cell 4667 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 983, cell 4693 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 983, cell 5384 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 983, cell 4776 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 984, cell 4221 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 984, cell 4512 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 984, cell 3689 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 984, cell 4688 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 985, cell 4843 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 985, cell 3983 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 985, cell 5423 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 985, cell 4718 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 985, cell 5653 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 985, cell 4637 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 986, cell 4936 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 986, cell 4988 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 986, cell 5413 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 986, cell 4906 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 986, cell 3806 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 986, cell 3718 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 986, cell 4463 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 987, cell 5134 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 987, cell 4679 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 987, cell 4956 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 987, cell 5289 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 988, cell 4874 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 988, cell 4967 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 988, cell 4811 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 988, cell 4172 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 988, cell 5415 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 988, cell 4697 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 988, cell 4915 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 989, cell 4907 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 989, cell 4715 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 989, cell 4765 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 989, cell 5347 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 989, cell 5070 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 989, cell 5523 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 989, cell 4892 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 989, cell 5444 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 989, cell 4556 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 989, cell 4908 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 990, cell 4448 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 990, cell 5128 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 990, cell 3644 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 990, cell 5693 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 990, cell 4004 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 990, cell 4737 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 991, cell 4806 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 991, cell 4760 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 991, cell 5140 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 991, cell 4833 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 991, cell 5301 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 991, cell 4555 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
